food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Indian,Cloudy,Box,Hadapsar,13.23,24.18,3.9,0,32.83,0
Dessert,Stormy,Bag,Baner,13.05,42.29,1.4,0,18.52,0
Fast Food,Rainy,Eco,Hadapsar,3.14,15.07,2.7,1,12.5,1
Fast Food,Stormy,Plastic,Hinjewadi,4.51,53.04,4.3,0,5.1,0
Dessert,Cloudy,Bag,Baner,8.03,46.96,3.6,0,10.26,0
Indian,Cloudy,Plastic,Pimpri,6.02,29.42,3.7,1,12.28,0
Indian,Clear,Box,Viman Nagar,2.84,41.47,1.9,1,4.11,1
Dessert,Stormy,Bag,Viman Nagar,5.03,19.37,2.3,0,15.58,0
Indian,Clear,Bag,Wakad,14.66,59.27,4.8,0,14.84,0
Fast Food,Cloudy,Box,Pimpri,5.86,49.81,4.4,1,7.06,0
Dessert,Clear,Box,Shivaji Nagar,6.86,49.45,1.7,0,8.32,0
Fast Food,Clear,Eco,Pimpri,1.09,17.67,3.2,0,3.7,0
Chinese,Clear,Box,Viman Nagar,11.07,10.89,3.0,0,60.99,0
Chinese,Clear,Box,Baner,6.79,39.27,2.8,0,10.37,0
Indian,Clear,Plastic,Koregaon Park,2.44,17.21,2.9,0,8.51,0
Chinese,Cloudy,Bag,Wakad,14.56,49.02,3.6,0,17.82,0
Fast Food,Clear,Plastic,Baner,11.88,30.8,4.9,0,23.14,0
Chinese,Clear,Box,Viman Nagar,11.17,26.93,4.5,0,24.89,0
Fast Food,Clear,Eco,Hadapsar,14.41,13.68,4.5,0,63.2,0
Indian,Rainy,Plastic,Pimpri,6.7,59.8,3.8,0,6.72,0
Indian,Clear,Plastic,Hadapsar,11.06,57.8,1.1,1,11.48,1
Fast Food,Clear,Bag,Hadapsar,3.89,16.58,2.8,0,14.08,0
Chinese,Clear,Bag,Hadapsar,10.76,26.64,3.0,0,24.23,0
Indian,Rainy,Bag,Viman Nagar,1.2,29.54,4.4,0,2.44,0
Dessert,Clear,Eco,Hinjewadi,2.77,24.84,4.7,0,6.69,0
Indian,Clear,Eco,Kothrud,6.95,56.72,2.8,0,7.35,0
Chinese,Clear,Box,Baner,1.17,46.07,2.2,0,1.52,0
Dessert,Stormy,Box,Baner,7.47,57.8,2.3,1,7.75,1
Chinese,Clear,Bag,Wakad,8.32,53.73,3.3,0,9.29,0
Fast Food,Rainy,Plastic,Hadapsar,9.7,47.73,2.1,0,12.19,0
Dessert,Clear,Bag,Pimpri,2.41,44.85,4.6,1,3.22,0
Chinese,Clear,Box,Shivaji Nagar,3.53,53.31,2.7,1,3.97,1
Dessert,Clear,Plastic,Koregaon Park,9.59,44.21,5.0,1,13.02,0
Chinese,Clear,Box,Hinjewadi,10.21,19.44,1.4,0,31.51,0
Dessert,Clear,Eco,Viman Nagar,1.36,42.41,1.8,1,1.92,1
Chinese,Clear,Bag,Pimpri,8.57,35.75,3.0,0,14.38,0
Fast Food,Clear,Bag,Hinjewadi,11.99,59.09,4.5,0,12.17,0
Dessert,Rainy,Plastic,Baner,1.97,35.5,2.4,0,3.33,0
Dessert,Stormy,Bag,Wakad,6.78,11.92,4.3,1,34.13,1
Dessert,Clear,Box,Viman Nagar,5.57,23.21,2.7,0,14.4,0
Dessert,Rainy,Box,Pimpri,13.79,55.87,4.4,0,14.81,0
Fast Food,Stormy,Eco,Kothrud,3.6,58.12,2.1,0,3.72,0
Dessert,Cloudy,Box,Pimpri,5.46,46.42,2.9,1,7.06,1
Indian,Clear,Plastic,Koregaon Park,13.58,12.84,2.1,0,63.46,0
Fast Food,Cloudy,Box,Baner,5.63,11.18,1.9,0,30.21,0
Indian,Clear,Eco,Kothrud,8.44,33.98,2.7,0,14.9,0
Dessert,Rainy,Eco,Hadapsar,1.46,59.98,2.3,1,1.46,1
Chinese,Clear,Bag,Shivaji Nagar,14.79,53.46,4.1,0,16.6,0
Indian,Clear,Plastic,Shivaji Nagar,12.55,56.66,4.0,0,13.29,0
Dessert,Clear,Box,Shivaji Nagar,9.88,41.18,2.4,0,14.4,0
Indian,Clear,Eco,Viman Nagar,1.85,52.96,5.0,0,2.1,0
Dessert,Rainy,Box,Hadapsar,2.05,25.98,4.9,0,4.73,0
Dessert,Clear,Eco,Hadapsar,8.63,11.37,4.7,1,45.54,0
Dessert,Rainy,Bag,Koregaon Park,4.99,55.91,3.3,0,5.36,0
Chinese,Clear,Eco,Baner,9.72,20.92,2.6,0,27.88,0
Indian,Clear,Bag,Wakad,9.37,46.42,2.3,1,12.11,1
Fast Food,Rainy,Plastic,Kothrud,12.74,42.95,1.1,1,17.8,1
Fast Food,Stormy,Box,Hadapsar,4.94,17.91,3.5,1,16.55,1
Fast Food,Clear,Box,Koregaon Park,9.09,19.79,3.2,0,27.56,0
Fast Food,Clear,Bag,Koregaon Park,11.88,26.45,3.5,0,26.95,0
Dessert,Cloudy,Plastic,Pimpri,7.87,47.85,3.3,1,9.87,0
Indian,Clear,Bag,Shivaji Nagar,12.63,11.96,1.6,1,63.36,0
Indian,Cloudy,Eco,Wakad,2.84,30.35,3.8,0,5.61,0
Chinese,Rainy,Bag,Pimpri,11.27,43.26,2.4,1,15.63,1
Indian,Clear,Plastic,Baner,14.2,18.57,3.1,0,45.88,0
Indian,Clear,Eco,Baner,5.65,15.97,2.5,1,21.23,0
Indian,Clear,Box,Pimpri,6.13,29.51,1.1,1,12.46,1
Chinese,Clear,Box,Hadapsar,2.17,24.33,4.5,0,5.35,0
Fast Food,Cloudy,Box,Pimpri,9.98,42.45,1.6,1,14.11,1
Indian,Cloudy,Plastic,Shivaji Nagar,8.73,58.48,3.3,0,8.96,0
Chinese,Rainy,Plastic,Shivaji Nagar,1.56,10.22,4.5,1,9.16,1
Chinese,Cloudy,Plastic,Hadapsar,11.53,55.12,1.9,0,12.55,0
Dessert,Clear,Plastic,Pimpri,12.61,31.66,2.6,1,23.9,0
Chinese,Rainy,Plastic,Baner,13.7,43.2,2.5,0,19.03,0
Fast Food,Clear,Eco,Pimpri,8.64,52.55,1.4,1,9.86,1
Indian,Cloudy,Bag,Hinjewadi,7.34,38.67,2.7,0,11.39,0
Chinese,Clear,Box,Kothrud,13.27,14.87,2.9,0,53.54,0
Fast Food,Rainy,Plastic,Wakad,6.58,17.03,1.1,0,23.18,0
Chinese,Cloudy,Box,Kothrud,10.18,49.46,3.0,1,12.35,0
Chinese,Clear,Plastic,Kothrud,9.62,21.45,1.4,0,26.91,0
Chinese,Clear,Box,Kothrud,6.21,38.45,4.6,1,9.69,0
Chinese,Rainy,Bag,Viman Nagar,2.22,31.4,3.6,1,4.24,1
Chinese,Clear,Box,Viman Nagar,1.3,25.18,1.2,1,3.1,1
Fast Food,Rainy,Box,Hadapsar,7.0,49.35,4.3,0,8.51,0
Indian,Stormy,Plastic,Hinjewadi,7.74,46.56,2.4,0,9.97,0
Indian,Clear,Eco,Hadapsar,12.52,42.31,1.9,1,17.75,0
Indian,Clear,Eco,Wakad,6.8,28.63,2.0,0,14.25,0
Indian,Rainy,Box,Kothrud,4.94,21.32,3.4,1,13.9,1
Fast Food,Clear,Eco,Hadapsar,7.47,35.79,1.3,0,12.52,0
Dessert,Clear,Bag,Kothrud,4.33,50.86,1.2,0,5.11,0
Dessert,Stormy,Bag,Wakad,2.28,38.78,3.5,1,3.53,1
Fast Food,Rainy,Eco,Koregaon Park,2.58,58.51,4.9,1,2.65,1
Fast Food,Clear,Eco,Viman Nagar,5.47,10.77,2.9,0,30.47,0
Chinese,Clear,Bag,Kothrud,1.18,59.92,2.7,0,1.18,0
Chinese,Rainy,Eco,Shivaji Nagar,4.08,44.57,4.8,1,5.49,1
Chinese,Cloudy,Eco,Wakad,12.03,51.63,2.0,0,13.98,0
Indian,Cloudy,Plastic,Baner,4.28,26.75,2.0,0,9.6,0
Chinese,Clear,Plastic,Viman Nagar,2.55,35.42,4.6,0,4.32,0
Dessert,Stormy,Eco,Viman Nagar,14.29,49.85,3.6,0,17.2,0
Indian,Rainy,Eco,Pimpri,9.71,48.03,1.2,0,12.13,0
Chinese,Rainy,Plastic,Baner,1.84,26.7,3.7,0,4.13,0
Indian,Rainy,Plastic,Koregaon Park,1.87,26.22,4.3,1,4.28,1
Dessert,Clear,Eco,Pimpri,9.57,43.14,2.1,1,13.31,1
Chinese,Stormy,Plastic,Hadapsar,8.56,56.68,2.5,0,9.06,0
Dessert,Clear,Bag,Viman Nagar,1.96,31.94,1.8,0,3.68,0
Dessert,Clear,Box,Koregaon Park,4.14,27.65,3.5,1,8.98,0
Dessert,Cloudy,Bag,Baner,14.01,54.73,3.7,0,15.36,0
Chinese,Rainy,Plastic,Koregaon Park,9.01,44.15,1.3,1,12.24,1
Fast Food,Cloudy,Bag,Hinjewadi,7.16,29.41,3.7,0,14.61,0
Chinese,Rainy,Box,Hinjewadi,4.5,12.86,3.6,0,21.0,0
Dessert,Clear,Plastic,Wakad,2.87,46.07,1.1,0,3.74,0
Chinese,Stormy,Bag,Hinjewadi,6.64,27.64,3.2,0,14.41,0
Dessert,Clear,Bag,Viman Nagar,13.91,13.53,3.5,0,61.69,0
Fast Food,Cloudy,Box,Wakad,1.68,40.61,2.7,0,2.48,0
Indian,Clear,Plastic,Hinjewadi,14.87,26.15,4.6,0,34.12,0
Fast Food,Cloudy,Eco,Baner,3.91,26.92,2.3,1,8.71,1
Fast Food,Clear,Plastic,Wakad,6.72,33.96,1.3,0,11.87,0
Indian,Rainy,Box,Koregaon Park,1.63,45.87,3.7,0,2.13,0
Chinese,Cloudy,Box,Kothrud,9.19,23.82,3.4,0,23.15,0
Indian,Clear,Box,Pimpri,7.77,14.05,5.0,0,33.18,0
Chinese,Cloudy,Box,Hinjewadi,10.33,31.22,1.9,1,19.85,0
Chinese,Cloudy,Eco,Wakad,8.6,12.75,2.6,0,40.47,0
Dessert,Cloudy,Plastic,Hadapsar,6.57,44.86,2.8,1,8.79,1
Dessert,Stormy,Plastic,Hadapsar,11.33,57.96,4.4,0,11.73,0
Indian,Clear,Bag,Pimpri,1.35,42.94,2.7,0,1.89,0
Fast Food,Clear,Eco,Viman Nagar,8.57,23.77,4.1,1,21.63,0
Indian,Clear,Eco,Viman Nagar,2.59,19.09,1.6,1,8.14,1
Chinese,Clear,Bag,Hinjewadi,7.1,21.64,2.6,0,19.69,0
Dessert,Clear,Bag,Kothrud,12.08,21.08,1.6,0,34.38,0
Indian,Rainy,Plastic,Hinjewadi,2.99,25.69,4.8,0,6.98,0
Indian,Clear,Plastic,Kothrud,14.1,14.87,1.7,0,56.89,0
Dessert,Clear,Plastic,Hadapsar,13.44,54.79,2.7,0,14.72,0
Dessert,Clear,Eco,Pimpri,6.81,54.26,1.3,1,7.53,1
Dessert,Cloudy,Eco,Hinjewadi,1.08,40.76,4.7,1,1.59,0
Chinese,Rainy,Bag,Viman Nagar,12.06,13.1,3.5,0,55.24,0
Dessert,Clear,Box,Koregaon Park,13.33,50.2,4.8,0,15.93,0
Fast Food,Cloudy,Box,Wakad,3.45,13.09,1.2,0,15.81,0
Indian,Clear,Box,Hadapsar,13.83,15.32,1.7,1,54.16,0
Dessert,Stormy,Box,Baner,13.8,26.26,2.5,0,31.53,0
Dessert,Rainy,Box,Wakad,7.6,31.57,3.5,1,14.44,1
Chinese,Clear,Plastic,Pimpri,12.17,27.69,2.3,0,26.37,0
Chinese,Rainy,Bag,Kothrud,7.23,18.26,3.8,0,23.76,0
Indian,Cloudy,Box,Hadapsar,8.9,15.61,1.7,0,34.21,0
Fast Food,Clear,Box,Shivaji Nagar,5.48,52.97,3.4,0,6.21,0
Indian,Cloudy,Box,Wakad,3.23,28.16,2.6,0,6.88,0
Dessert,Clear,Plastic,Koregaon Park,11.45,20.93,3.0,0,32.82,0
Fast Food,Clear,Box,Shivaji Nagar,1.02,34.35,3.3,1,1.78,0
Fast Food,Clear,Bag,Baner,9.11,11.84,1.2,1,46.17,0
Fast Food,Clear,Plastic,Wakad,13.11,40.01,4.7,0,19.66,0
Fast Food,Clear,Plastic,Shivaji Nagar,4.1,22.42,4.1,1,10.97,0
Indian,Stormy,Eco,Baner,5.66,39.91,2.8,1,8.51,1
Chinese,Clear,Eco,Hadapsar,9.22,40.71,3.2,1,13.59,0
Chinese,Clear,Plastic,Shivaji Nagar,4.46,50.46,1.1,0,5.3,0
Dessert,Rainy,Box,Hinjewadi,12.86,21.5,3.0,0,35.89,0
Chinese,Cloudy,Box,Pimpri,6.13,33.17,2.7,0,11.09,0
Chinese,Stormy,Box,Koregaon Park,9.14,58.09,2.5,0,9.44,0
Chinese,Cloudy,Box,Wakad,4.17,46.36,4.3,1,5.4,0
Chinese,Stormy,Eco,Hinjewadi,1.58,58.77,1.7,1,1.61,1
Dessert,Cloudy,Bag,Pimpri,3.43,56.37,1.7,1,3.65,1
Indian,Stormy,Plastic,Baner,1.65,40.54,3.1,0,2.44,0
Fast Food,Cloudy,Box,Pimpri,7.56,23.2,3.7,0,19.55,0
Chinese,Clear,Eco,Baner,9.21,47.85,1.1,0,11.55,0
Indian,Clear,Bag,Wakad,1.63,44.91,3.2,0,2.18,0
Chinese,Rainy,Plastic,Baner,2.27,39.44,2.2,0,3.45,0
Chinese,Clear,Plastic,Wakad,7.8,44.89,4.0,0,10.43,0
Fast Food,Clear,Plastic,Kothrud,12.19,40.68,2.9,0,17.98,0
Fast Food,Rainy,Box,Hadapsar,9.79,35.97,4.3,0,16.33,0
Fast Food,Stormy,Plastic,Wakad,2.47,30.8,2.6,0,4.81,0
Chinese,Clear,Box,Viman Nagar,13.43,12.24,4.3,1,65.83,0
Chinese,Cloudy,Bag,Kothrud,13.84,53.28,3.9,0,15.59,0
Chinese,Cloudy,Eco,Hadapsar,5.55,53.28,4.3,1,6.25,0
Fast Food,Stormy,Eco,Viman Nagar,9.62,39.7,4.2,1,14.54,1
Dessert,Stormy,Eco,Hinjewadi,7.89,23.39,2.9,0,20.24,0
Indian,Cloudy,Plastic,Viman Nagar,14.19,11.41,2.5,1,74.62,0
Dessert,Rainy,Eco,Hadapsar,8.12,10.07,4.1,0,48.38,0
Chinese,Clear,Bag,Koregaon Park,14.44,13.65,2.4,1,63.47,0
Chinese,Rainy,Box,Baner,3.79,27.99,1.4,1,8.12,1
Dessert,Cloudy,Eco,Baner,5.84,19.42,4.4,1,18.04,0
Chinese,Cloudy,Box,Hinjewadi,11.94,23.25,2.6,0,30.81,0
Indian,Cloudy,Box,Hadapsar,11.97,44.98,1.5,1,15.97,0
Chinese,Clear,Eco,Kothrud,11.25,57.96,3.6,1,11.65,0
Indian,Rainy,Eco,Wakad,13.03,20.34,4.6,1,38.44,1
Dessert,Clear,Eco,Pimpri,10.84,33.28,4.4,0,19.54,0
Dessert,Clear,Plastic,Wakad,9.91,59.57,3.2,0,9.98,0
Chinese,Clear,Eco,Hinjewadi,7.42,56.58,1.4,0,7.87,0
Indian,Clear,Plastic,Hadapsar,7.54,27.62,3.8,1,16.38,0
Chinese,Cloudy,Bag,Viman Nagar,6.69,25.98,3.4,0,15.45,0
Fast Food,Clear,Box,Koregaon Park,9.68,22.11,1.8,1,26.27,0
Fast Food,Clear,Bag,Hinjewadi,6.69,17.77,4.6,0,22.59,0
Fast Food,Stormy,Eco,Koregaon Park,3.06,33.0,1.3,0,5.56,0
Fast Food,Clear,Box,Hadapsar,2.49,27.06,2.5,0,5.52,0
Chinese,Clear,Eco,Pimpri,13.94,47.24,1.4,1,17.71,0
Fast Food,Clear,Eco,Hadapsar,1.35,21.84,4.6,0,3.71,0
Indian,Clear,Box,Shivaji Nagar,2.48,46.82,1.1,0,3.18,0
Dessert,Clear,Bag,Viman Nagar,7.23,24.41,2.7,0,17.77,0
Dessert,Clear,Eco,Baner,4.68,39.64,4.4,0,7.08,0
Fast Food,Rainy,Box,Shivaji Nagar,6.68,41.92,2.0,1,9.56,1
Fast Food,Clear,Bag,Hinjewadi,2.64,43.59,1.4,0,3.63,0
Fast Food,Clear,Plastic,Wakad,2.83,18.77,1.5,0,9.05,0
Chinese,Cloudy,Bag,Viman Nagar,12.21,24.14,2.6,0,30.35,0
Dessert,Clear,Bag,Kothrud,11.63,22.31,2.7,0,31.28,0
Fast Food,Stormy,Box,Pimpri,2.46,38.81,3.9,0,3.8,0
Indian,Clear,Bag,Viman Nagar,10.35,13.79,2.0,0,45.03,0
Fast Food,Clear,Plastic,Hadapsar,9.53,35.91,3.8,0,15.92,0
Dessert,Cloudy,Plastic,Wakad,10.99,14.37,5.0,0,45.89,0
Fast Food,Clear,Eco,Pimpri,7.64,26.85,4.5,0,17.07,0
Dessert,Clear,Plastic,Baner,4.78,44.34,3.5,0,6.47,0
Fast Food,Rainy,Eco,Shivaji Nagar,10.29,30.63,4.8,0,20.16,0
Indian,Clear,Plastic,Hinjewadi,6.2,24.02,5.0,0,15.49,0
Fast Food,Cloudy,Bag,Kothrud,4.07,40.79,3.3,0,5.99,0
Indian,Stormy,Eco,Baner,6.72,47.01,2.1,0,8.58,0
Indian,Clear,Plastic,Pimpri,11.69,22.73,4.7,1,30.86,0
Fast Food,Rainy,Bag,Hadapsar,7.66,24.97,4.4,0,18.41,0
Indian,Rainy,Bag,Kothrud,5.2,42.01,1.3,0,7.43,0
Chinese,Stormy,Eco,Shivaji Nagar,12.65,58.26,4.7,1,13.03,1
Fast Food,Cloudy,Box,Wakad,13.34,20.69,2.5,0,38.69,0
Fast Food,Stormy,Bag,Hinjewadi,7.07,42.71,2.3,0,9.93,0
Indian,Clear,Bag,Wakad,6.25,55.33,2.4,0,6.78,0
Indian,Cloudy,Box,Hadapsar,9.58,33.1,2.3,1,17.37,0
Fast Food,Clear,Eco,Hinjewadi,1.81,25.84,3.1,1,4.2,0
Chinese,Clear,Plastic,Pimpri,10.68,43.34,3.3,1,14.79,0
Indian,Stormy,Plastic,Kothrud,11.95,11.57,2.7,0,61.97,0
Indian,Clear,Bag,Koregaon Park,6.56,28.01,2.7,1,14.05,1
Dessert,Stormy,Box,Pimpri,3.44,22.9,3.9,1,9.01,1
Chinese,Clear,Bag,Hinjewadi,1.4,21.23,1.0,1,3.96,1
Chinese,Cloudy,Eco,Hadapsar,9.92,18.99,4.8,0,31.34,0
Fast Food,Clear,Bag,Baner,4.77,46.85,3.9,0,6.11,0
Chinese,Clear,Plastic,Shivaji Nagar,7.49,57.75,3.8,1,7.78,0
Fast Food,Clear,Box,Baner,6.41,29.24,2.7,0,13.15,0
Dessert,Rainy,Eco,Koregaon Park,3.45,12.46,4.9,1,16.61,1
Chinese,Clear,Bag,Hinjewadi,8.12,45.95,1.0,0,10.6,0
Indian,Rainy,Plastic,Shivaji Nagar,7.43,36.91,1.3,0,12.08,0
Dessert,Clear,Bag,Shivaji Nagar,9.74,46.18,4.2,1,12.65,0
Fast Food,Clear,Plastic,Wakad,4.53,42.4,4.0,0,6.41,0
Dessert,Clear,Box,Koregaon Park,4.0,55.27,2.1,1,4.34,1
Fast Food,Clear,Eco,Shivaji Nagar,12.4,17.02,3.4,0,43.71,0
Dessert,Cloudy,Bag,Wakad,10.83,18.46,3.1,0,35.2,0
Fast Food,Cloudy,Eco,Baner,11.81,27.08,3.1,0,26.17,0
Chinese,Clear,Box,Kothrud,2.73,34.57,3.4,0,4.74,0
Indian,Rainy,Plastic,Viman Nagar,4.14,56.29,5.0,1,4.41,1
Fast Food,Cloudy,Box,Pimpri,9.06,55.35,4.9,0,9.82,0
Dessert,Clear,Box,Hadapsar,13.0,53.59,4.9,0,14.55,0
Fast Food,Clear,Eco,Baner,13.49,21.13,3.2,0,38.31,0
Fast Food,Rainy,Box,Koregaon Park,12.65,46.48,2.3,0,16.33,0
Fast Food,Clear,Bag,Shivaji Nagar,1.61,29.17,3.2,1,3.31,0
Dessert,Clear,Plastic,Hadapsar,12.49,56.56,3.5,0,13.25,0
Indian,Clear,Box,Hadapsar,13.59,20.73,2.2,0,39.33,0
Chinese,Rainy,Bag,Wakad,1.79,17.06,3.5,1,6.3,1
Indian,Clear,Plastic,Koregaon Park,6.83,52.12,3.5,0,7.86,0
Fast Food,Clear,Eco,Hinjewadi,8.51,45.85,4.6,0,11.14,0
Dessert,Clear,Plastic,Hinjewadi,4.26,51.07,2.0,0,5.0,0
Indian,Clear,Eco,Koregaon Park,8.23,17.9,3.8,0,27.59,0
Fast Food,Clear,Plastic,Viman Nagar,13.4,54.24,2.8,0,14.82,0
Chinese,Stormy,Box,Koregaon Park,13.14,43.88,1.5,1,17.97,1
Chinese,Clear,Eco,Shivaji Nagar,14.16,42.58,2.3,0,19.95,0
Chinese,Rainy,Eco,Koregaon Park,7.78,39.13,1.2,1,11.93,1
Fast Food,Clear,Eco,Viman Nagar,6.75,48.24,2.3,0,8.4,0
Dessert,Rainy,Box,Viman Nagar,10.32,30.78,1.3,1,20.12,1
Indian,Rainy,Box,Kothrud,6.83,16.64,4.7,1,24.63,1
Chinese,Clear,Plastic,Viman Nagar,1.59,36.96,1.4,0,2.58,0
Fast Food,Cloudy,Plastic,Viman Nagar,11.08,47.41,4.3,0,14.02,0
Fast Food,Clear,Box,Shivaji Nagar,4.93,17.68,4.6,0,16.73,0
Indian,Cloudy,Box,Viman Nagar,1.69,21.2,2.9,0,4.78,0
Chinese,Clear,Eco,Wakad,1.29,44.83,1.2,0,1.73,0
Fast Food,Stormy,Plastic,Kothrud,14.04,23.48,3.4,0,35.88,0
Indian,Cloudy,Plastic,Wakad,4.53,18.5,1.9,0,14.69,0
Dessert,Stormy,Eco,Baner,7.27,54.47,1.7,0,8.01,0
Dessert,Rainy,Eco,Pimpri,14.31,18.04,3.3,0,47.59,0
Dessert,Clear,Eco,Kothrud,7.55,27.21,2.4,0,16.65,0
Chinese,Cloudy,Bag,Hinjewadi,2.1,31.42,3.9,0,4.01,0
Indian,Cloudy,Bag,Pimpri,8.73,33.81,3.4,0,15.49,0
Indian,Stormy,Box,Pimpri,2.23,28.07,4.3,0,4.77,0
Fast Food,Clear,Plastic,Koregaon Park,2.33,55.63,1.2,0,2.51,0
Fast Food,Cloudy,Eco,Koregaon Park,12.92,42.93,1.9,1,18.06,0
Fast Food,Clear,Eco,Pimpri,5.05,27.97,3.3,0,10.83,0
Indian,Rainy,Plastic,Koregaon Park,10.5,27.89,4.5,0,22.59,0
Fast Food,Clear,Bag,Shivaji Nagar,8.12,35.15,4.3,1,13.86,0
Indian,Clear,Plastic,Kothrud,4.11,11.68,3.7,1,21.11,0
Indian,Stormy,Box,Koregaon Park,8.25,56.33,3.3,0,8.79,0
Dessert,Clear,Bag,Hinjewadi,1.97,21.17,3.5,0,5.58,0
Fast Food,Rainy,Plastic,Hinjewadi,5.86,44.88,1.9,1,7.83,1
Dessert,Rainy,Plastic,Baner,8.32,48.89,3.4,0,10.21,0
Chinese,Clear,Box,Hinjewadi,4.2,51.37,3.0,0,4.91,0
Chinese,Clear,Plastic,Wakad,10.24,18.28,2.5,0,33.61,0
Chinese,Rainy,Bag,Pimpri,1.73,36.83,4.6,0,2.82,0
Indian,Clear,Eco,Pimpri,7.79,14.18,4.3,0,32.96,0
Indian,Cloudy,Eco,Pimpri,11.01,50.24,1.3,0,13.15,0
Indian,Stormy,Eco,Kothrud,7.02,34.32,4.9,0,12.27,0
Fast Food,Clear,Bag,Wakad,13.24,17.92,1.9,1,44.33,0
Dessert,Clear,Plastic,Baner,9.85,45.93,1.9,1,12.87,1
Indian,Clear,Plastic,Viman Nagar,14.42,26.56,4.8,1,32.58,0
Dessert,Cloudy,Plastic,Koregaon Park,4.98,15.73,2.8,0,19.0,0
Dessert,Clear,Plastic,Kothrud,14.14,33.05,4.2,0,25.67,0
Dessert,Clear,Eco,Viman Nagar,9.5,21.76,2.2,0,26.19,0
Fast Food,Rainy,Bag,Viman Nagar,11.43,57.51,4.5,0,11.92,0
Fast Food,Stormy,Box,Shivaji Nagar,13.63,28.07,4.3,0,29.13,0
Chinese,Clear,Bag,Shivaji Nagar,8.72,38.62,3.1,0,13.55,0
Chinese,Clear,Plastic,Kothrud,13.07,57.42,3.8,0,13.66,0
Dessert,Stormy,Plastic,Pimpri,8.58,29.69,4.9,0,17.34,0
Chinese,Rainy,Bag,Viman Nagar,9.39,27.91,2.8,1,20.19,1
Dessert,Cloudy,Bag,Viman Nagar,7.23,18.12,3.0,0,23.94,0
Fast Food,Rainy,Eco,Koregaon Park,3.04,56.92,3.9,0,3.2,0
Fast Food,Stormy,Plastic,Baner,8.75,50.04,2.5,1,10.49,1
Fast Food,Rainy,Bag,Kothrud,14.68,21.05,4.8,0,41.84,0
Indian,Cloudy,Plastic,Koregaon Park,12.02,26.63,1.2,1,27.08,0
Dessert,Rainy,Bag,Wakad,11.46,55.75,2.6,1,12.33,1
Fast Food,Cloudy,Plastic,Shivaji Nagar,10.01,36.86,3.9,0,16.29,0
Dessert,Clear,Bag,Baner,5.87,37.82,2.7,1,9.31,1
Chinese,Clear,Plastic,Pimpri,3.37,42.41,2.0,1,4.77,1
Chinese,Cloudy,Box,Wakad,4.14,48.11,2.7,0,5.16,0
Fast Food,Clear,Eco,Baner,1.09,56.96,4.5,1,1.15,0
Dessert,Rainy,Box,Koregaon Park,10.43,50.11,3.2,0,12.49,0
Fast Food,Clear,Eco,Wakad,12.37,56.73,2.3,1,13.08,1
Chinese,Cloudy,Eco,Hinjewadi,4.76,51.03,3.7,0,5.6,0
Fast Food,Clear,Bag,Baner,2.29,12.32,3.4,0,11.15,0
Dessert,Cloudy,Box,Hadapsar,5.7,15.88,3.2,0,21.54,0
Chinese,Rainy,Eco,Hadapsar,5.09,54.24,2.6,0,5.63,0
Indian,Clear,Plastic,Viman Nagar,7.31,11.38,1.3,1,38.54,0
Chinese,Rainy,Bag,Kothrud,4.7,49.71,3.5,1,5.67,1
Indian,Clear,Bag,Koregaon Park,5.76,52.49,2.7,0,6.58,0
Fast Food,Clear,Plastic,Kothrud,13.71,30.77,2.7,1,26.73,0
Fast Food,Clear,Plastic,Pimpri,5.69,27.74,1.9,1,12.31,1
Dessert,Clear,Eco,Baner,12.0,19.72,2.0,1,36.51,0
Indian,Stormy,Plastic,Shivaji Nagar,9.76,12.45,4.1,0,47.04,0
Fast Food,Clear,Bag,Shivaji Nagar,5.73,47.27,2.9,0,7.27,0
Indian,Rainy,Plastic,Hinjewadi,12.45,13.69,1.4,0,54.57,0
Fast Food,Clear,Box,Hadapsar,9.33,57.23,1.2,0,9.78,0
Chinese,Rainy,Bag,Shivaji Nagar,1.12,24.84,1.9,1,2.71,1
Fast Food,Clear,Plastic,Wakad,1.96,49.71,2.9,0,2.37,0
Dessert,Rainy,Bag,Viman Nagar,11.54,12.98,3.5,0,53.34,0
Chinese,Cloudy,Eco,Hinjewadi,7.25,36.81,1.6,0,11.82,0
Dessert,Rainy,Box,Baner,6.68,27.45,2.7,1,14.6,1
Chinese,Clear,Eco,Kothrud,3.04,11.5,1.3,0,15.86,0
Indian,Rainy,Box,Kothrud,3.2,42.79,1.2,0,4.49,0
Dessert,Clear,Plastic,Viman Nagar,12.17,57.16,4.5,0,12.77,0
Fast Food,Clear,Bag,Viman Nagar,12.61,10.54,3.6,0,71.78,0
Indian,Clear,Plastic,Shivaji Nagar,8.84,23.52,4.1,0,22.55,0
Fast Food,Clear,Eco,Kothrud,5.13,45.18,1.7,1,6.81,1
Chinese,Clear,Bag,Viman Nagar,14.06,53.56,2.3,0,15.75,0
Chinese,Cloudy,Plastic,Hinjewadi,9.74,19.54,2.8,1,29.91,0
Fast Food,Clear,Plastic,Shivaji Nagar,12.15,13.54,3.6,0,53.84,0
Fast Food,Clear,Bag,Koregaon Park,1.05,10.43,3.1,0,6.04,0
Indian,Clear,Bag,Shivaji Nagar,7.3,20.76,3.2,1,21.1,0
